Year,LatGIS,LonGIS,Location,Species,Outcome
2005,-34.91,135.69,South Australia,White Shark,Non-fatal
2005,-36.06,136.7,South Australia,White Shark,Non-fatal
2005,-33.9,151.27,Sydney Australia,White Shark,Non-fatal
2005,-33.39,151.49,Sydney Australia,White Shark,Non-fatal
2006,-35.85,137.74,South Australia,Bronze Whaler,Non-fatal
2006,-33.89,151.28,Sydney Australia,Bronze Whaler,Non-fatal
2006,-27.38,153.45,Queensland Australia,Bull,Fatal
2006,27.44,-83,Florida USA,Bull,Non-fatal
2006,27.44,-83,Florida USA,Bull,Non-fatal
2006,24.69,-82.77,Florida USA,Bull,Non-fatal
2006,-8.02,-34.85,Recife Brazil,Other,Fatal
2006,-21.33,55.45,Reunion,Other,Fatal
2006,20.63,-156.45,Hawaii USA,Other,Non-fatal
2006,20.72,-156.45,Hawaii USA,Other,Non-fatal
2006,44.02,-124.15,Oregon USA,Other,Non-fatal
2006,26.07,-97.15,Texas USA,Other,Non-fatal
2006,25.96,-81.75,Florida USA,Other,Non-fatal
2006,30.22,-81.37,Florida USA,Other,Non-fatal
2006,29.24,-81.01,Florida USA,Other,Non-fatal
2006,29.23,-81,Florida USA,Other,Non-fatal
2006,29.07,-80.91,Florida USA,Other,Non-fatal
2006,29.07,-80.91,Florida USA,Other,Non-fatal
2006,29.06,-80.9,Florida USA,Other,Non-fatal
2006,29.04,-80.9,Florida USA,Other,Non-fatal
2006,29.01,-80.87,Florida USA,Other,Non-fatal
2006,32.14,-80.75,South Carolina USA,Other,Non-fatal
2006,32.19,-80.7,South Carolina USA,Other,Non-fatal
2006,28.64,-80.62,Florida USA,Other,Non-fatal
2006,27.86,-80.45,Florida USA,Other,Non-fatal
2006,27.56,-80.32,Florida USA,Other,Non-fatal
2006,27.45,-80.28,Florida USA,Other,Non-fatal
2006,27.35,-80.24,Florida USA,Other,Non-fatal
2006,32.6,-80.09,South Carolina USA,Other,Non-fatal
2006,25.03,-77.4,Bahamas,Other,Non-fatal
2006,26.68,-77.28,Bahamas,Other,Non-fatal
2006,34.57,-77.27,North Carolina USA,Other,Non-fatal
2006,39.74,-74.12,New Jersey USA,Other,Non-fatal
2006,18.47,-66.11,Puerto Rico,Other,Non-fatal
2006,-8.16,-34.91,Recife Brazil,Other,Non-fatal
2006,-8.11,-34.89,Recife Brazil,Other,Non-fatal
2006,-34.12,18.46,Cape Town South Africa,Other,Non-fatal
2006,-32.99,27.95,South Africa,Other,Non-fatal
2006,-21.04,55.22,Reunion,Other,Non-fatal
2006,-32.93,151.79,Newcastle Australia,Other,Non-fatal
2006,-26.83,153.12,Queensland Australia,Other,Non-fatal
2006,-37.82,174.82,Auckland New Zealand,Other,Non-fatal
2006,-18.17,177.51,Fiji,Other,Non-fatal
2006,33.38,-79.15,South Carolina USA,Spinner,Non-fatal
2006,-18.66,-174.03,Tonga,Tiger,Fatal
2006,21.63,-158.07,Hawaii USA,Tiger,Non-fatal
2006,13.52,144.8,Guam,Tiger,Non-fatal
2006,42.04,-124.27,Oregon USA,White Shark,Non-fatal
2006,44.93,-124.03,Oregon USA,White Shark,Non-fatal
2006,38.24,-122.97,California USA,White Shark,Non-fatal
2006,-34.11,18.35,Cape Town South Africa,White Shark,Non-fatal
2006,-34.11,18.49,Cape Town South Africa,White Shark,Non-fatal
2006,-33.94,122.54,Western Australia,White Shark,Non-fatal
2006,-38.37,144.29,Victoria Australia,White Shark,Non-fatal
2007,-24.72,152.28,Queensland Australia,Bull,Non-fatal
2007,-28.63,153.64,New South Wales Australia,Bull,Non-fatal
2007,-17,-179.29,Fiji,Other,Non-fatal
2007,20.7,-156.45,Hawaii USA,Other,Non-fatal
2007,20.68,-156.44,Hawaii USA,Other,Non-fatal
2007,37.76,-122.51,California USA,Other,Non-fatal
2007,29.47,-94.59,Texas USA,Other,Non-fatal
2007,-0.91,-89.63,Galapagos Islands,Other,Non-fatal
2007,27.38,-82.57,Florida USA,Other,Non-fatal
2007,27.22,-82.52,Florida USA,Other,Non-fatal
2007,26.17,-81.81,Florida USA,Other,Non-fatal
2007,30.41,-81.4,Florida USA,Other,Non-fatal
2007,29.48,-81.12,Florida USA,Other,Non-fatal
2007,29.21,-81,Florida USA,Other,Non-fatal
2007,29.21,-81,Florida USA,Other,Non-fatal
2007,29.07,-80.91,Florida USA,Other,Non-fatal
2007,29.06,-80.91,Florida USA,Other,Non-fatal
2007,29.07,-80.91,Florida USA,Other,Non-fatal
2007,29.07,-80.91,Florida USA,Other,Non-fatal
2007,29.07,-80.91,Florida USA,Other,Non-fatal
2007,29.07,-80.91,Florida USA,Other,Non-fatal
2007,29.06,-80.91,Florida USA,Other,Non-fatal
2007,29.07,-80.91,Florida USA,Other,Non-fatal
2007,29.07,-80.91,Florida USA,Other,Non-fatal
2007,29.07,-80.91,Florida USA,Other,Non-fatal
2007,29.07,-80.91,Florida USA,Other,Non-fatal
2007,29.04,-80.9,Florida USA,Other,Non-fatal
2007,29.05,-80.9,Florida USA,Other,Non-fatal
2007,29.01,-80.88,Florida USA,Other,Non-fatal
2007,24.97,-80.57,Florida USA,Other,Non-fatal
2007,27.56,-80.32,Florida USA,Other,Non-fatal
2007,27.5,-80.3,Florida USA,Other,Non-fatal
2007,27.31,-80.22,Florida USA,Other,Non-fatal
2007,27.28,-80.21,Florida USA,Other,Non-fatal
2007,27.28,-80.21,Florida USA,Other,Non-fatal
2007,27.22,-80.18,Florida USA,Other,Non-fatal
2007,26.14,-80.1,Florida USA,Other,Non-fatal
2007,26.95,-80.07,Florida USA,Other,Non-fatal
2007,32.76,-79.83,South Carolina USA,Other,Non-fatal
2007,32.78,-79.78,South Carolina USA,Other,Non-fatal
2007,32.8,-79.73,South Carolina USA,Other,Non-fatal
2007,33.54,-79.02,South Carolina USA,Other,Non-fatal
2007,33.63,-78.95,North Carolina USA,Other,Non-fatal
2007,34.52,-77.35,North Carolina USA,Other,Non-fatal
2007,34.69,-76.7,North Carolina USA,Other,Non-fatal
2007,-34.1,18.81,Cape Town South Africa,Other,Non-fatal
2007,-21.03,55.22,Reunion,Other,Non-fatal
2007,-16.67,139.17,Queensland Australia,Other,Non-fatal
2007,-31.18,152.98,New South Wales Australia,Other,Non-fatal
2007,-27.83,153.41,Queensland Australia,Other,Non-fatal
2007,-22.32,166.32,New Caledonia,Other,Non-fatal
2007,-42.33,173.74,New Zealand,Other,Non-fatal
2007,28.67,-80.64,Florida USA,Requiem,Non-fatal
2007,-20.97,167.06,Vanuatu,Tiger,Fatal
2007,22.01,-159.78,Hawaii USA,Tiger,Non-fatal
2007,21.58,-158.17,Hawaii USA,Tiger,Non-fatal
2007,21.59,-158.11,Hawaii USA,Tiger,Non-fatal
2007,21.56,-157.86,Hawaii USA,Tiger,Non-fatal
2007,21.38,-157.7,Hawaii USA,Tiger,Non-fatal
2007,41.03,-124.11,California USA,White Shark,Non-fatal
2007,36.7,-121.81,California USA,White Shark,Non-fatal
2007,34.02,-118.73,California USA,White Shark,Non-fatal
2007,-32.97,27.95,South Africa,White Shark,Non-fatal
2007,-21.8,114.14,Western Australia,White Shark,Non-fatal
2007,-32.68,152.18,New South Wales Australia,White Shark,Non-fatal
2007,-32.39,152.52,New South Wales Australia,White Shark,Non-fatal
2007,-28.5,153.55,New South Wales Australia,White Shark,Non-fatal
2007,-28.86,153.6,New South Wales Australia,White Shark,Non-fatal
2007,-28.63,153.63,New South Wales Australia,White Shark,Non-fatal
2007,-33.8,151.3,Sydney Australia,Wobbegong,Non-fatal
2008,-28.87,153.59,New South Wales Australia,Bull,Fatal
2008,28.23,-80.6,Florida USA,Bull,Non-fatal
2008,34.42,-77.54,North Carolina USA,Bull,Non-fatal
2008,32.52,-117.13,California USA,Hammerhead,Non-fatal
2008,17.72,-101.66,Guerrero Mexico,Other,Fatal
2008,17.78,-101.42,Guerrero Mexico,Other,Fatal
2008,21.56,-157.86,Hawaii USA,Other,Non-fatal
2008,-0.64,-90.17,Galapagos Islands,Other,Non-fatal
2008,26.44,-82.03,Florida USA,Other,Non-fatal
2008,30.61,-81.44,Florida USA,Other,Non-fatal
2008,29.71,-81.22,Florida USA,Other,Non-fatal
2008,29.32,-81.05,Florida USA,Other,Non-fatal
2008,29.08,-80.92,Florida USA,Other,Non-fatal
2008,29.08,-80.92,Florida USA,Other,Non-fatal
2008,29.06,-80.91,Florida USA,Other,Non-fatal
2008,29.07,-80.91,Florida USA,Other,Non-fatal
2008,29.07,-80.91,Florida USA,Other,Non-fatal
2008,29.06,-80.91,Florida USA,Other,Non-fatal
2008,29.06,-80.91,Florida USA,Other,Non-fatal
2008,29.07,-80.91,Florida USA,Other,Non-fatal
2008,29.07,-80.91,Florida USA,Other,Non-fatal
2008,29.07,-80.91,Florida USA,Other,Non-fatal
2008,29.07,-80.91,Florida USA,Other,Non-fatal
2008,29.05,-80.9,Florida USA,Other,Non-fatal
2008,29.04,-80.89,Florida USA,Other,Non-fatal
2008,29.01,-80.88,Florida USA,Other,Non-fatal
2008,28.95,-80.83,Florida USA,Other,Non-fatal
2008,28.64,-80.62,Florida USA,Other,Non-fatal
2008,28.32,-80.61,Florida USA,Other,Non-fatal
2008,28.25,-80.6,Florida USA,Other,Non-fatal
2008,28.37,-80.6,Florida USA,Other,Non-fatal
2008,27.34,-80.23,Florida USA,Other,Non-fatal
2008,27.34,-80.23,Florida USA,Other,Non-fatal
2008,32.79,-79.77,South Carolina USA,Other,Non-fatal
2008,33.83,-78.64,North Carolina USA,Other,Non-fatal
2008,34.43,-77.57,North Carolina USA,Other,Non-fatal
2008,34.43,-77.57,North Carolina USA,Other,Non-fatal
2008,-12.65,-38.07,Bahia Brazil,Other,Non-fatal
2008,-8.08,-34.9,Recife Brazil,Other,Non-fatal
2008,-8.04,-34.86,Recife Brazil,Other,Non-fatal
2008,-4.52,55.64,Reunion,Other,Non-fatal
2008,-38.38,142.43,Victoria Australia,Other,Non-fatal
2008,-38.85,146.16,Victoria Australia,Other,Non-fatal
2008,-30.88,153.06,New South Wales Australia,Other,Non-fatal
2008,-32.44,152.53,New South Wales Australia,Requiem,Non-fatal
2008,29.01,-80.87,Florida USA,Spinner,Non-fatal
2008,33,-117.28,California USA,White Shark,Fatal
2008,-35.02,117.92,Western Australia,White Shark,Non-fatal
2008,-28.63,153.62,New South Wales Australia,White Shark,Non-fatal
2008,-28.65,153.63,New South Wales Australia,White Shark,Non-fatal
2008,-28.2,153.58,New South Wales Australia,Wobbegong,Non-fatal
2009,-31.65,29.52,South Africa,Bull,Fatal
2009,24.72,-81.02,Florida USA,Bull,Non-fatal
2009,23.42,35.96,Egypt,Oceanic Whitetip,Fatal
2009,23.42,35.96,Egypt,Oceanic Whitetip,Non-fatal
2009,23.42,35.96,Egypt,Oceanic Whitetip,Non-fatal
2009,-2.46,-44.19,Maranhão Brazil,Other,Fatal
2009,-34.05,22.3,South Africa,Other,Fatal
2009,-31.65,29.52,South Africa,Other,Fatal
2009,-31.65,29.52,South Africa,Other,Fatal
2009,-22.37,166.46,New Caledonia,Other,Fatal
2009,20.39,-155.96,Hawaii USA,Other,Non-fatal
2009,33.37,-117.56,California USA,Other,Non-fatal
2009,33.33,-117.51,California USA,Other,Non-fatal
2009,26.12,-97.16,Texas USA,Other,Non-fatal
2009,-0.83,-91.14,Galapagos Islands,Other,Non-fatal
2009,27.98,-82.83,Florida USA,Other,Non-fatal
2009,27.74,-82.75,Florida USA,Other,Non-fatal
2009,26.43,-82.1,Florida USA,Other,Non-fatal
2009,29.25,-81.02,Florida USA,Other,Non-fatal
2009,29.1,-80.93,Florida USA,Other,Non-fatal
2009,29.07,-80.91,Florida USA,Other,Non-fatal
2009,29.06,-80.91,Florida USA,Other,Non-fatal
2009,29.07,-80.91,Florida USA,Other,Non-fatal
2009,29.07,-80.91,Florida USA,Other,Non-fatal
2009,29.07,-80.91,Florida USA,Other,Non-fatal
2009,29.07,-80.91,Florida USA,Other,Non-fatal
2009,31.99,-80.85,South Carolina USA,Other,Non-fatal
2009,28.32,-80.61,Florida USA,Other,Non-fatal
2009,28.33,-80.61,Florida USA,Other,Non-fatal
2009,28.34,-80.6,Florida USA,Other,Non-fatal
2009,28.03,-80.54,Florida USA,Other,Non-fatal
2009,27.06,-80.11,Florida USA,Other,Non-fatal
2009,26.93,-80.07,Florida USA,Other,Non-fatal
2009,29.92,-80.07,Florida USA,Other,Non-fatal
2009,33.91,-78.29,North Carolina USA,Other,Non-fatal
2009,-34.44,21.31,South Africa,Other,Non-fatal
2009,-33.61,26.89,South Africa,Other,Non-fatal
2009,-26.84,32.89,Mozambique,Other,Non-fatal
2009,-12.18,96.88,Christmas Island Australia,Other,Non-fatal
2009,13.76,109.22,Vietnam,Other,Non-fatal
2009,13.76,109.22,Vietnam,Other,Non-fatal
2009,13.75,109.22,Vietnam,Other,Non-fatal
2009,-32.52,115.7,Western Australia,Other,Non-fatal
2009,-10.92,122.81,Indonesia,Other,Non-fatal
2009,-35.51,138.22,South Australia,Other,Non-fatal
2009,-35.84,150.18,New South Wales Australia,Other,Non-fatal
2009,-35.76,150.21,New South Wales Australia,Other,Non-fatal
2009,-34.77,150.81,New South Wales Australia,Other,Non-fatal
2009,-34.54,150.87,New South Wales Australia,Other,Non-fatal
2009,-33.86,151.22,Sydney Australia,Other,Non-fatal
2009,-33.63,151.33,Sydney Australia,Other,Non-fatal
2009,-32.17,152.51,New South Wales Australia,Other,Non-fatal
2009,-31.46,152.93,New South Wales Australia,Other,Non-fatal
2009,-29.69,153.32,New South Wales Australia,Other,Non-fatal
2009,-28.2,153.57,New South Wales Australia,Other,Non-fatal
2009,-28.79,153.59,New South Wales Australia,Other,Non-fatal
2009,-28.7,153.62,New South Wales Australia,Other,Non-fatal
2009,20.73,-156.46,Hawaii USA,Tiger,Non-fatal
2009,19.11,-155.52,Hawaii USA,Tiger,Non-fatal
2009,33.13,-117.34,California USA,White Shark,Non-fatal
2009,-31.98,115.52,Western Australia,White Shark,Non-fatal
2009,-41.25,148.31,Tasmania Australia,White Shark,Non-fatal
2009,-33.89,151.28,Sydney Australia,White Shark,Non-fatal
2009,-32.39,152.52,New South Wales Australia,White Shark,Non-fatal
2009,-29.05,153.45,New South Wales Australia,White Shark,Non-fatal
2009,-34.82,150.76,New South Wales Australia,Wobbegong,Non-fatal
2009,-33.86,151.31,Sydney Australia,Wobbegong,Non-fatal
2010,46.91,-124.11,Washington USA,Blue,Non-fatal
2010,28.07,-80.56,Florida USA,Blue,Non-fatal
2010,29.07,-80.91,Florida USA,Bull,Non-fatal
2010,34.47,-77.47,North Carolina USA,Bull,Non-fatal
2010,-31.31,152.97,New South Wales Australia,Bull,Non-fatal
2010,26.51,-76.97,Bahamas,Lemon,Non-fatal
2010,27.97,34.42,Egypt,Mako,Non-fatal
2010,27.97,34.42,Egypt,Mako,Non-fatal
2010,27.91,34.35,Egypt,Oceanic Whitetip,Fatal
2010,27.93,34.37,Egypt,Oceanic Whitetip,Non-fatal
2010,27.93,34.37,Egypt,Oceanic Whitetip,Non-fatal
2010,34.68,-120.61,California USA,Other,Fatal
2010,27.22,-80.17,Florida USA,Other,Fatal
2010,23.87,-166.28,Pacific Ocean,Other,Non-fatal
2010,22.22,-159.5,Hawaii USA,Other,Non-fatal
2010,20.9,-156.48,Hawaii USA,Other,Non-fatal
2010,20.92,-156.38,Hawaii USA,Other,Non-fatal
2010,35.17,-120.7,California USA,Other,Non-fatal
2010,29.21,-94.92,Texas USA,Other,Non-fatal
2010,29.23,-94.88,Texas USA,Other,Non-fatal
2010,30.91,-81.4,Georgia USA,Other,Non-fatal
2010,30.29,-81.39,Florida USA,Other,Non-fatal
2010,30.28,-81.39,Florida USA,Other,Non-fatal
2010,30.16,-81.36,Florida USA,Other,Non-fatal
2010,29.82,-81.26,Florida USA,Other,Non-fatal
2010,29.85,-81.26,Florida USA,Other,Non-fatal
2010,29.77,-81.25,Florida USA,Other,Non-fatal
2010,29.15,-80.96,Florida USA,Other,Non-fatal
2010,29.07,-80.91,Florida USA,Other,Non-fatal
2010,29.06,-80.91,Florida USA,Other,Non-fatal
2010,29.01,-80.88,Florida USA,Other,Non-fatal
2010,29.07,-80.81,Florida USA,Other,Non-fatal
2010,32.31,-80.48,South Carolina USA,Other,Non-fatal
2010,32.47,-80.42,South Carolina USA,Other,Non-fatal
2010,32.8,-79.75,South Carolina USA,Other,Non-fatal
2010,33.74,-78.82,North Carolina USA,Other,Non-fatal
2010,34.23,-77.77,North Carolina USA,Other,Non-fatal
2010,34.7,-76.73,North Carolina USA,Other,Non-fatal
2010,34.7,-76.72,North Carolina USA,Other,Non-fatal
2010,34.92,-76.22,North Carolina USA,Other,Non-fatal
2010,36.71,-75.93,Virginia USA,Other,Non-fatal
2010,44.91,-66.99,New Brunswick Canada,Other,Non-fatal
2010,-29.79,-50.03,Rio Grande do Sul Brazil,Other,Non-fatal
2010,28.15,-15.7,Canary Islands,Other,Non-fatal
2010,-34.11,18.82,Cape Town South Africa,Other,Non-fatal
2010,-33.6,26.9,South Africa,Other,Non-fatal
2010,-32.91,28.08,South Africa,Other,Non-fatal
2010,-31.94,29.22,South Africa,Other,Non-fatal
2010,-27.51,32.68,Mozambique,Other,Non-fatal
2010,27.91,34.33,Egypt,Other,Non-fatal
2010,-13.43,47.97,Madagascar,Other,Non-fatal
2010,25.18,55.22,United Arab Emirates,Other,Non-fatal
2010,-21.04,55.72,Reunion,Other,Non-fatal
2010,13.76,109.22,Vietnam,Other,Non-fatal
2010,13.76,109.22,Vietnam,Other,Non-fatal
2010,13.75,109.22,Vietnam,Other,Non-fatal
2010,13.75,109.22,Vietnam,Other,Non-fatal
2010,13.76,109.22,Vietnam,Other,Non-fatal
2010,13.77,109.23,Vietnam,Other,Non-fatal
2010,-31.95,115.74,Western Australia,Other,Non-fatal
2010,-10.58,142.22,Torres Strait Australia,Other,Non-fatal
2010,-20.34,148.93,Queensland Australia,Other,Non-fatal
2010,-31.19,152.98,New South Wales Australia,Other,Non-fatal
2010,-30.08,153.2,New South Wales Australia,Other,Non-fatal
2010,-29.43,153.37,New South Wales Australia,Other,Non-fatal
2010,-29.4,153.37,New South Wales Australia,Other,Non-fatal
2010,-9.65,160.16,Solomon Islands,Other,Non-fatal
2010,-19.75,175.07,Fiji,Other,Non-fatal
2010,-18.18,177.5,Fiji,Other,Non-fatal
2010,25.02,-77.55,Bahamas,Tiger,Fatal
2010,-38.29,144.47,Victoria Australia,Tiger,Non-fatal
2010,-34.14,18.44,Cape Town South Africa,White Shark,Fatal
2010,-34.68,19.46,Cape Town South Africa,White Shark,Fatal
2010,-33.87,114.97,Western Australia,White Shark,Fatal
2010,43.66,-124.21,Oregon USA,White Shark,Non-fatal
2010,33.37,-117.57,California USA,White Shark,Non-fatal
2010,33.19,-117.39,California USA,White Shark,Non-fatal
2010,-32.99,27.95,South Africa,White Shark,Non-fatal
2010,-32.2,115.7,Western Australia,White Shark,Non-fatal
2010,-35.04,116.84,Western Australia,White Shark,Non-fatal
2010,-24.85,152.48,Queensland Australia,White Shark,Non-fatal
2010,-33.68,151.32,Sydney Australia,Wobbegong,Non-fatal
2011,-41.18,173.37,New Zealand,Bronze Whaler,Non-fatal
2011,-4.29,55.7,Reunion,Bull,Fatal
2011,28.36,-96.4,Texas USA,Bull,Non-fatal
2011,34.58,-76.36,North Carolina USA,Bull,Non-fatal
2011,-32.83,28.12,South Africa,Bull,Non-fatal
2011,42.83,131.61,Russia,Mako,Non-fatal
2011,10.33,-85.85,Costa Rica,Other,Fatal
2011,-31.65,29.52,South Africa,Other,Fatal
2011,-4.08,39.67,Kenya,Other,Fatal
2011,-21.03,55.22,Reunion,Other,Fatal
2011,-21.03,55.23,Reunion,Other,Fatal
2011,-4.29,55.7,Reunion,Other,Fatal
2011,-33.54,115.03,Western Australia,Other,Fatal
2011,19.61,-155.98,Hawaii USA,Other,Non-fatal
2011,-17.86,-149.28,French Polynesia,Other,Non-fatal
2011,40.83,-124.19,California USA,Other,Non-fatal
2011,45.98,-123.95,California USA,Other,Non-fatal
2011,29.04,-95.17,Texas USA,Other,Non-fatal
2011,30.24,-87.72,Florida USA,Other,Non-fatal
2011,30.28,-87.52,Florida USA,Other,Non-fatal
2011,20.63,-87.07,Quintana Roo Mexico,Other,Non-fatal
2011,20.83,-86.89,Quintana Roo Mexico,Other,Non-fatal
2011,21.11,-86.76,Quintana Roo Mexico,Other,Non-fatal
2011,21.13,-86.75,Quintana Roo Mexico,Other,Non-fatal
2011,30.16,-81.35,Florida USA,Other,Non-fatal
2011,29.77,-81.25,Florida USA,Other,Non-fatal
2011,29.26,-81.02,Florida USA,Other,Non-fatal
2011,29.07,-80.91,Florida USA,Other,Non-fatal
2011,29.07,-80.91,Florida USA,Other,Non-fatal
2011,29.05,-80.9,Florida USA,Other,Non-fatal
2011,29.05,-80.9,Florida USA,Other,Non-fatal
2011,29.01,-80.88,Florida USA,Other,Non-fatal
2011,-2.16,-80.81,Ecuador,Other,Non-fatal
2011,28.3,-80.61,Florida USA,Other,Non-fatal
2011,28.39,-80.6,Florida USA,Other,Non-fatal
2011,33.69,-78.88,North Carolina USA,Other,Non-fatal
2011,33.84,-78.61,North Carolina USA,Other,Non-fatal
2011,33.91,-78.31,North Carolina USA,Other,Non-fatal
2011,33.99,-77.91,North Carolina USA,Other,Non-fatal
2011,34.48,-77.46,North Carolina USA,Other,Non-fatal
2011,35.1,-75.99,North Carolina USA,Other,Non-fatal
2011,9.91,-75.6,Colombia,Other,Non-fatal
2011,21.84,-71.81,Turks and Caicos Islands,Other,Non-fatal
2011,18.1,-65.44,Puerto Rico,Other,Non-fatal
2011,17.13,-61.86,Antigua and Barbuda,Other,Non-fatal
2011,-8.08,-34.88,Recife Brazil,Other,Non-fatal
2011,-8.03,-34.86,Recife Brazil,Other,Non-fatal
2011,-21.05,55.22,Reunion,Other,Non-fatal
2011,-21.05,55.22,Reunion,Other,Non-fatal
2011,-22.02,113.92,Western Australia,Other,Non-fatal
2011,-8.5,114.96,Bali Indonesia,Other,Non-fatal
2011,-8.5,114.96,Bali Indonesia,Other,Non-fatal
2011,-8.6,115.07,Bali Indonesia,Other,Non-fatal
2011,44.74,136.46,Russia,Other,Non-fatal
2011,-37.89,144.98,Victoria Australia,Other,Non-fatal
2011,-10.1,147.74,Papua New Guinea,Other,Non-fatal
2011,-31.85,152.75,New South Wales Australia,Other,Non-fatal
2011,-28.26,153.58,New South Wales Australia,Other,Non-fatal
2011,-28.7,153.61,New South Wales Australia,Other,Non-fatal
2011,26.94,-80.07,Florida USA,Requiem,Non-fatal
2011,-18.68,146.51,Queensland Australia,Tiger,Fatal
2011,-20.56,164.24,New Caledonia,Tiger,Fatal
2011,21.3,-158.07,Hawaii USA,Tiger,Non-fatal
2011,19.6,-155.98,Hawaii USA,Tiger,Non-fatal
2011,-34.05,23.38,South Africa,White Shark,Fatal
2011,-31.99,115.5,Western Australia,White Shark,Fatal
2011,-34.73,135.16,South Australia,White Shark,Fatal
2011,44.61,-124.07,Oregon USA,White Shark,Non-fatal
2011,36.69,-121.81,California USA,White Shark,Non-fatal
2011,-34.13,18.44,Cape Town South Africa,White Shark,Non-fatal
2011,-34.1,23.38,South Africa,White Shark,Non-fatal
2011,42.37,130.78,Russia,White Shark,Non-fatal
2011,-32.68,152.19,New South Wales Australia,White Shark,Non-fatal
2011,-29.49,153.36,New South Wales Australia,White Shark,Non-fatal
2011,-33.95,151.26,Sydney Australia,Wobbegong,Non-fatal
2011,-26.47,153.1,Queensland Australia,Wobbegong,Non-fatal
2012,-31.74,152.79,New South Wales Australia,Bull,Non-fatal
2012,-31.65,29.52,South Africa,Other,Fatal
2012,-31.65,29.52,South Africa,Other,Fatal
2012,-21.12,55.26,Reunion,Other,Fatal
2012,-33.45,115.56,Western Australia,Other,Fatal
2012,-18.76,-174.01,Tonga,Other,Non-fatal
2012,21.96,-159.71,Hawaii USA,Other,Non-fatal
2012,21.94,-159.65,Hawaii USA,Other,Non-fatal
2012,21.89,-159.42,Hawaii USA,Other,Non-fatal
2012,21.63,-158.07,Hawaii USA,Other,Non-fatal
2012,20.88,-156.85,Hawaii USA,Other,Non-fatal
2012,20.97,-156.68,Hawaii USA,Other,Non-fatal
2012,20.93,-156.49,Hawaii USA,Other,Non-fatal
2012,20.74,-156.46,Hawaii USA,Other,Non-fatal
2012,20.65,-156.44,Hawaii USA,Other,Non-fatal
2012,44.95,-124.03,Oregon USA,Other,Non-fatal
2012,37.02,-122.22,California USA,Other,Non-fatal
2012,34.04,-118.58,California USA,Other,Non-fatal
2012,-0.74,-90.31,Galapagos Islands,Other,Non-fatal
2012,30.48,-81.41,Florida USA,Other,Non-fatal
2012,31.07,-81.4,Georgia USA,Other,Non-fatal
2012,30.38,-81.4,Florida USA,Other,Non-fatal
2012,30.28,-81.39,Florida USA,Other,Non-fatal
2012,29.84,-81.26,Florida USA,Other,Non-fatal
2012,29.08,-80.92,Florida USA,Other,Non-fatal
2012,29.08,-80.92,Florida USA,Other,Non-fatal
2012,29.07,-80.91,Florida USA,Other,Non-fatal
2012,29.07,-80.91,Florida USA,Other,Non-fatal
2012,29.07,-80.91,Florida USA,Other,Non-fatal
2012,29.06,-80.9,Florida USA,Other,Non-fatal
2012,29.06,-80.9,Florida USA,Other,Non-fatal
2012,28.65,-80.62,Florida USA,Other,Non-fatal
2012,28.33,-80.61,Florida USA,Other,Non-fatal
2012,28.4,-80.59,Florida USA,Other,Non-fatal
2012,28.05,-80.55,Florida USA,Other,Non-fatal
2012,28.01,-80.53,Florida USA,Other,Non-fatal
2012,28.02,-80.53,Florida USA,Other,Non-fatal
2012,27.89,-80.46,Florida USA,Other,Non-fatal
2012,27.89,-80.46,Florida USA,Other,Non-fatal
2012,27.65,-80.35,Florida USA,Other,Non-fatal
2012,27.26,-80.2,Florida USA,Other,Non-fatal
2012,27.26,-80.2,Florida USA,Other,Non-fatal
2012,27.19,-80.16,Florida USA,Other,Non-fatal
2012,25.8,-80.12,Florida USA,Other,Non-fatal
2012,27.07,-80.11,Florida USA,Other,Non-fatal
2012,26.9,-80.06,Florida USA,Other,Non-fatal
2012,26.77,-80.03,Florida USA,Other,Non-fatal
2012,33.69,-78.88,North Carolina USA,Other,Non-fatal
2012,33.74,-78.82,North Carolina USA,Other,Non-fatal
2012,33.74,-78.82,North Carolina USA,Other,Non-fatal
2012,33.74,-78.81,North Carolina USA,Other,Non-fatal
2012,33.74,-78.81,North Carolina USA,Other,Non-fatal
2012,33.89,-78.43,North Carolina USA,Other,Non-fatal
2012,35.35,-75.5,North Carolina USA,Other,Non-fatal
2012,41.01,-71.99,New York USA,Other,Non-fatal
2012,42,-70.02,Massachusetts USA,Other,Non-fatal
2012,18.46,-66.07,Puerto Rico,Other,Non-fatal
2012,5.18,5.84,Nigeria,Other,Non-fatal
2012,-34.43,21.34,South Africa,Other,Non-fatal
2012,27.53,34.95,Egypt,Other,Non-fatal
2012,-21.17,55.29,Reunion,Other,Non-fatal
2012,-21.1,55.51,Reunion,Other,Non-fatal
2012,-21.04,55.72,Reunion,Other,Non-fatal
2012,-24.03,113.44,Western Australia,Other,Non-fatal
2012,-31.78,115.73,Western Australia,Other,Non-fatal
2012,-32.78,134.11,South Australia,Other,Non-fatal
2012,-38.73,143.18,Victoria Australia,Other,Non-fatal
2012,-43.6,146.79,Tasmania Australia,Other,Non-fatal
2012,-33.75,151.3,Sydney Australia,Other,Non-fatal
2012,-33.46,151.44,Sydney Australia,Other,Non-fatal
2012,-31.97,152.59,New South Wales Australia,Other,Non-fatal
2012,-26.81,153.14,Queensland Australia,Other,Non-fatal
2012,-39.42,173.8,Taranaki New Zealand,Other,Non-fatal
2012,20.9,-156.45,Hawaii USA,Tiger,Non-fatal
